id,created_at,text,likes,in reply to,retweeted 
1314614103923740672,2020-10-09 17:10:01+00:00,"@TwitterWomen @girlsalliance Whenever I meet with girls around the world, I am always so awed by their determinatio… https://t.co/OcjR4nJNjK",95,TwitterWomen,False
1314041325713526784,2020-10-08 03:14:00+00:00,"Strong. Honest. Clear. Hopeful. Tonight, @KamalaHarris proved that she and @JoeBiden have what it takes to move thi… https://t.co/0S0TFADMSN",203777,,False
1314009182400647170,2020-10-08 01:06:16+00:00,"Good luck tonight, @KamalaHarris! You’ve got this. 💪🏾😷 https://t.co/svQBmMvNJB",177587,,False
1313958589107769344,2020-10-07 21:45:14+00:00,"Thanks for the podcast love, @dopelabspodcast! You’re doing such an amazing job of inspiring your listeners to love… https://t.co/QExLPzHyo3",2670,,False
1313932330701119489,2020-10-07 20:00:53+00:00,#ImVotingFor the fundamental decency of Americans to be reflected in the Oval Office. I'm voting for competence ove… https://t.co/FEkwsszKyQ,43621,,False
1313866415410163717,2020-10-07 15:38:58+00:00,Getting an education past high school is still the best investment you can make for your future. I'm so proud that… https://t.co/2le2ExypGk,3869,,False
1313468982230503427,2020-10-06 13:19:43+00:00,"And more than anything, I hope you’ll vote for Joe with power, with passion, and with a love of this country that cannot possibly be denied.",35987,MichelleObama,False
1313468980649132032,2020-10-06 13:19:42+00:00,"So I hope you’ll watch, and I hope you’ll share this with everyone you know who might still be deciding how or if they’re going to vote.",25559,MichelleObama,False
1313468979189551104,2020-10-06 13:19:42+00:00,"There’s only one way we can pull ourselves out—by voting for my friend @JoeBiden, who’s got the heart, the experien… https://t.co/HOumsFPNO0",23757,MichelleObama,False
1313468974101823488,2020-10-06 13:19:41+00:00,"Because the drama of the past few days has only emphasized what’s at stake in this election, from the coronavirus t… https://t.co/wvWZ6xYsZp",20426,MichelleObama,False
1313468971887267841,2020-10-06 13:19:40+00:00,"And I’ll be very honest: This is a message I’d planned to release earlier, and after everything that’s happened, I… https://t.co/mvsS2L5g14",21067,MichelleObama,False
1313468968754204672,2020-10-06 13:19:39+00:00,"The truth is, the events of the past few days are a bracing reminder of the tragedy that has been this administrati… https://t.co/i34U1Ic4fb",24718,MichelleObama,False
1313468669087887360,2020-10-06 13:18:28+00:00,"My heart goes out to everyone touched by this virus, from those at the White House, especially the Secret Service a… https://t.co/3hjVzPoI1t",195587,,False
1313229693173235732,2020-10-05 21:28:52+00:00,"RT @Malala: “I learned a lot at school—how to do my multiplication tables and write an essay... but also how to push myself, dust myself of…",0,,False
1313200648498937856,2020-10-05 19:33:27+00:00,There are remarkable organizations all over the world working to ensure girls keep learning safely during the pande… https://t.co/MX1dwy5wfI,3421,MichelleObama,False
1313200646984814592,2020-10-05 19:33:26+00:00,"Ahead of the #DayoftheGirl, I teamed up with @Malala and Priya Mondol from the @GirlsAlliance community for a conve… https://t.co/2ZPaWD8V9o",10005,,False
1313144134690123776,2020-10-05 15:48:53+00:00,"RT @WhenWeAllVote: 🚨 TODAY IS THE DAY 🚨

Arizona 
Arkansas
Florida
Georgia
Hawaii
Indiana
Kentucky
Louisiana 
Mississippi 
Ohio 
Texas 

Yo…",0,,False
1312179247885086722,2020-10-02 23:54:46+00:00,"RT @BarackObama: Michelle and I hope that the President, First Lady, and all those affected by the coronavirus around the country are getti…",0,,False
1311803240867155974,2020-10-01 23:00:39+00:00,"Thank you, Mayor @KeishaBottoms! This is such a critical step for making sure elections in Atlanta can run safely a… https://t.co/xBY08oQ4L8",32610,,False
1311767922038181890,2020-10-01 20:40:18+00:00,Tune in to my episode on the @RachaelRayShow: https://t.co/7NP4RyAsUr,1264,MichelleObama,False
1311767702013435908,2020-10-01 20:39:26+00:00,"Rachael asked me what’s keeping me up at night, and here’s what I told her: It’s the idea that after all the fear a… https://t.co/odOgxuvF6p",20181,,False
1311750511117447170,2020-10-01 19:31:07+00:00,"Look, I understand why people are cynical right now. I talked with Conan about what it feels like to be a mother an… https://t.co/asXSGh9NV4",9376,,False
1311459250896543745,2020-10-01 00:13:45+00:00,"Make sure they know how and when they’re going to vote. And then follow up with them, every day, to make sure they… https://t.co/bed2BV1MdZ",16979,MichelleObama,False
1311459249969651712,2020-10-01 00:13:45+00:00,It’s the only way we can get out of this chaos and restore some stability to this country. You can start by reachin… https://t.co/RbGy4L4MAs,36298,MichelleObama,False
1311459247465660418,2020-10-01 00:13:44+00:00,"If you were turned off by the President’s behavior last night, I feel you. Believe me, I do. But we can’t let him w… https://t.co/MIbYfRdA5N",218057,,False
1311308682848800769,2020-09-30 14:15:27+00:00,I’m feeling so grateful for each of the conversations I had on the first season of the #MichelleObamaPodcast. Thank… https://t.co/0TaSBqbSEE,8123,,False
1311082965695373312,2020-09-29 23:18:32+00:00,"It’s always great catching up with my friend Rachael—we talked about my new knitting hobby, my podcast, and the imp… https://t.co/Gghr2KxQe3",5190,,False
1309567267143921665,2020-09-25 18:55:41+00:00,"RT @WhenWeAllVote: Join us on Saturday for #FuelTheVote Food Distribution events in Charlotte, Atlanta, and Philadelphia! 📣

We’re hosting…",0,,False
1309228798949416960,2020-09-24 20:30:44+00:00,I've leaned on Chynna more times than I count—she's been such an important part of my life for so long. I could not… https://t.co/77waXQhE2V,15172,,False
1309165312064073731,2020-09-24 16:18:28+00:00,I love the way Lisa and Erin are thinking about their community. Not only are they nurses who've been saving lives… https://t.co/A2Vj1ntWyB,8918,,False
1308926914996953089,2020-09-24 00:31:09+00:00,RT @TeamCoco: .@MichelleObama shares what Justice Ruth Bader Ginsburg's legacy has meant to her. https://t.co/4sO7gcYdQ8,0,,False
1308883673014505472,2020-09-23 21:39:20+00:00,.@ConanOBrien and I had a lot of fun surprising these amazing young people—I’m so proud of them and the work they’v… https://t.co/lQWMqQYyqb,7886,,False
1308878843114070018,2020-09-23 21:20:08+00:00,RT @WhenWeAllVote: Message from our Co-Chair @Lin_Manuel and @HamiltonMusical cast members: Don't throw away your shot this election season…,0,,False
1308522721144377344,2020-09-22 21:45:02+00:00,"RT @WhenWeAllVote: Our co-chairs @MichelleObama and @CP3 are getting #VoteReady on Instagram Live to discuss voter registration, activism,…",0,,False
1308474466985562113,2020-09-22 18:33:17+00:00,RT @HERMusicx: Tune in!,0,,False
1308433335992156162,2020-09-22 15:49:51+00:00,"RT @fatjoe: Whats good everybody!! I need you to Join me, @djkhaled, our good friend @MichelleObama, and others for @WhenWeAllVote’s Regist…",0,,False
1308385408628273152,2020-09-22 12:39:24+00:00,I’m going live on my Instagram for the very first time today to join @WhenWeAllVote’s Registered and Ready IG Takeo… https://t.co/PTqrsi93TL,10350,,False
1308092448560865280,2020-09-21 17:15:17+00:00,"On #NationalVoterRegistrationDay, I’m going live on Instagram with some special guests and voting experts to make s… https://t.co/1sJydGNbw2",4560,,False
1307176687361294338,2020-09-19 04:36:23+00:00,"RT @BarackObama: Justice Ruth Bader Ginsburg fought to the end, through her cancer, with unwavering faith in our democracy and its ideals.…",0,,False
1307084755129769985,2020-09-18 22:31:04+00:00,"On National Voter Registration Day, I'm going live on Instagram (for the very first time!) with some special guests… https://t.co/T4OIAhjRem",5349,,False
1306976747745927168,2020-09-18 15:21:53+00:00,"Like I told @dopequeenpheebs on her #BlackFrasier podcast, what’s giving me hope these days is all of you—the folks… https://t.co/ECVjOJphvX",2482,,False
1306593992818130945,2020-09-17 14:00:57+00:00,"There’s no one more reflective, more honest, and more thoughtful than @barackobama. I’ve seen that in so many ways… https://t.co/mYtrCTtlwl",85730,,False
1306217124680040450,2020-09-16 13:03:25+00:00,"For my final episode of The #MichelleObamaPodcast, I brought on my wonderful mother and brother @CraigMalRob to tal… https://t.co/2wpFKCxAE8",19021,,False
1306031476706811904,2020-09-16 00:45:43+00:00,RT @CraigMalRob: Hey all! Tune in tomorrow and hear the final episode of the #MichelleObamaPodcast on ⁦@spotifypodcasts⁩ @MichelleObama⁩ an…,0,,False
1305706223556349953,2020-09-15 03:13:17+00:00,"RT @attn: Simple advice from @lizakoshy:

1. Register to vote 
2. Make a plan to vote 
3. Vote

#vomo",0,,False
1305706174738726913,2020-09-15 03:13:05+00:00,RT @ABCNetwork: You CAN make a difference. #VOMO @AnnRomney https://t.co/WVgU6Y3evQ,0,,False
1305684224897417216,2020-09-15 01:45:52+00:00,Don’t miss your chance to make your voice heard in this election! Tune in at 10|9c to make sure you have all the in… https://t.co/nCdMWMQEdg,3770,,False
1305680268859256834,2020-09-15 01:30:09+00:00,"Congrats to @afactoryfilm Directors Julia Reichert, Steven Bognar, and the entire team at @Netflix and Higher Groun… https://t.co/pY5gnnayic",2496,,False
1305612505440563202,2020-09-14 21:00:53+00:00,"So proud of you, @NaomiOsaka! 👏🏾 https://t.co/jc5uaCifN4",116080,,False
1305593926536097792,2020-09-14 19:47:03+00:00,".@kevinhart4real, I'm counting on you to help get everybody registered and ready to vote! Join us tonight for #VOMO… https://t.co/TgTOJ4xt1F",10509,,False
1304804976343035904,2020-09-12 15:32:03+00:00,There's a lot at stake in this election and we need to make sure our friends and family are registered to vote. Tha… https://t.co/GJgg5JzAQm,12311,,False
1304229293535432704,2020-09-11 01:24:29+00:00,RT @attn: So excited to announce this! Tune into ABC on Sept. 14th at 10/9pm central. #VOMO https://t.co/AnGZvmTfAE,0,,False
1304155020758319113,2020-09-10 20:29:21+00:00,"RT @spotifypodcasts: Surprise! There's a new episode of The #MichelleObamaPodcast out today, featuring a conversation with some of @Michell…",0,,False
1304129192657858567,2020-09-10 18:46:43+00:00,"When it comes to voting, it’s so important we know our options and plan ahead. I’m joining @WhenWeAllVote on… https://t.co/wnfjJv1r2f",4878,,False
1304128376232386560,2020-09-10 18:43:29+00:00,"RT @washingtonpost: Most Americans plan to vote before Election Day, a dramatic shift from previous years, poll finds https://t.co/KjWBBVam…",0,,False
1303770960177385472,2020-09-09 19:03:14+00:00,There are so many ways for us to express ourselves and our views––and voting is one of our most powerful tools for… https://t.co/t5T5eTl51v,21856,,False
1303702367578271747,2020-09-09 14:30:40+00:00,"This week on The #MichelleObamaPodcast, I’m talking with my dear friend @ValerieJarrett about a relationship that c… https://t.co/hH0UKeboF8",3678,,False
1303485023702654977,2020-09-09 00:07:01+00:00,RT @ValerieJarrett: Tomorrow's episode of the #MichelleObamaPodcast is one for the ages! @MichelleObama and I go way back &amp; talk about the…,0,,False
1303406742097801218,2020-09-08 18:55:58+00:00,"RT @BarackObama: Great to catch up with our next Vice President, @KamalaHarris. I wanted to make sure to share a few tips about serving alo…",0,,False
1301996104846848001,2020-09-04 21:30:35+00:00,"Congrats, @Michaelsmithinc! Michael helped capture the warmth and comfort I'd hope to create at the White House to… https://t.co/EHOaW2FsDM",7311,,False
1301602831678439427,2020-09-03 19:27:52+00:00,"RT @WhenWeAllVote: 🚨 TONIGHT🚨

Join our co-chair @MichelleObama for our Registered and Ready Virtual Rally. 

We are officially two months…",0,,False
1301142956225761280,2020-09-02 13:00:29+00:00,"This week on The #MichelleObamaPodcast I talk with @ConanOBrien about marriage, which is a source of strength for s… https://t.co/dmePzaGgu1",5614,,False
1300981326988926976,2020-09-02 02:18:14+00:00,RT @ConanOBrien: I’m really excited to be on @MichelleObama’s podcast tomorrow. Hear it exclusively on @Spotify @ https://t.co/Q0Tr4HD858 h…,0,,False
1300901842902306817,2020-09-01 21:02:23+00:00,There’s no time to waste in the lead-up to this election. I’m counting on all of you to help your communities get r… https://t.co/fwON7tDqFL,12099,,False
1300833484773249027,2020-09-01 16:30:45+00:00,"This year, we’re facing a shortage of poll workers just weeks before Election Day. On National Poll Worker Recruitm… https://t.co/B8DjySsVnU",4956,,False
1300590115635462145,2020-09-01 00:23:42+00:00,"RT @WhenWeAllVote: The Battle with @4everBrandy and @MonicaDenise is happening NOW. 

You can tune in right here: https://t.co/tAFxztNEnG h…",0,,False
1300546914266624000,2020-08-31 21:32:02+00:00,"Music has the power to heal and bring us joy when we need it the most. And tonight, I can't wait to watch… https://t.co/H3pZ9lwVOd",12702,,False
1300153188465729537,2020-08-30 19:27:30+00:00,RT @WhenWeAllVote: We can't wait for the Verzuz battle tomorrow night with @MonicaDenise and @4everBrandy. Thank you for your generosity an…,0,,False
1299775970258440193,2020-08-29 18:28:34+00:00,"Only Chadwick could embody Jackie Robinson, Thurgood Marshall, and T’Challa. He, too, knew what it meant to perseve… https://t.co/jBNA8BhqOA",490598,,False
1299442875479085059,2020-08-28 20:24:58+00:00,"57 years ago, people from all over the country came together for the March on Washington. Today we march on—to real… https://t.co/XW957PG9Gz",17943,,False
1299426144056475651,2020-08-28 19:18:29+00:00,I’m just devastated by the shootings in Kenosha. And I can’t stop thinking about what our kids are seeing every day… https://t.co/7IqMrXMCQd,33723,,False
1298702093847388160,2020-08-26 19:21:22+00:00,"For so many of us, our friendships have been critical in helping us get through our toughest days and celebrate our… https://t.co/PQ6TxLYZE8",6358,,False
1298276298402529281,2020-08-25 15:09:25+00:00,"RT @BetterMakeRoom: This year, because of COVID-19, we’re hosting our #BeatingTheOdds Summit with a new video series! We invited a few frie…",0,,False
1296794965343981568,2020-08-21 13:03:07+00:00,I'd love to hear the story of the #FirstWomanVoter who inspired you to vote––and make sure to tag some of your frie… https://t.co/YmpRp0ovYH,4530,MichelleObama,False
1296794880174444544,2020-08-21 13:02:47+00:00,The struggle for women’s suffrage was long—and even longer for women of color—but generations of women knew that ou… https://t.co/uPaYXjHlgG,18451,,False
1296575409576988672,2020-08-20 22:30:41+00:00,".@JoeBiden is a profoundly decent man, guided by his faith. As president, he will honor the lives and experiences o… https://t.co/GDrN8bCzYQ",73282,,False
1296465712865841154,2020-08-20 15:14:47+00:00,"RT @WhenWeAllVote: 📣 We are SO excited to announce that ✨ Meghan, The Duchess of Sussex ✨ is joining the #WhenAllWomenVote Couch Party with…",0,,False
1296290426698248193,2020-08-20 03:38:16+00:00,"Barack knows the weight and power of the presidency because he’s lived it. The job requires empathy, discipline, an… https://t.co/nKX1Z5EZQQ",122539,,False
1296205429039665155,2020-08-19 22:00:31+00:00,I can’t wait to hear @KamalaHarris at the @DemConvention tonight. I have no doubt she’ll show the world what I'm lu… https://t.co/n7Xr3DVyik,68211,,False
1296205310995177472,2020-08-19 22:00:03+00:00,RT @DemConvention: .@BarackObama understands the enormous stakes of this election – and he knows better than anyone that @JoeBiden is exact…,0,,False
1296069606843592704,2020-08-19 13:00:48+00:00,"RT @CraigMalRob: Today’s the day! Check out my conversation with @michelleobama now, only on @Spotify. #MichelleObamaPodcast https://t.co/D…",0,,False
1296069560974614529,2020-08-19 13:00:37+00:00,Excited for you to hear this week’s episode with my brother @CraigMalRob! We reflect on everything from our childho… https://t.co/5uR4nWuwrC,5448,,False
1295917643128606726,2020-08-19 02:56:57+00:00,"RT @BarackObama: Congrats, Joe. I’m proud of you.",0,,False
1295851360689295361,2020-08-18 22:33:34+00:00,"So much of who I am and how I exist in the world is because of my relationship with my big brother, @CraigMalRob. H… https://t.co/8MMOAU5lyf",17573,,False
1295822645573881857,2020-08-18 20:39:28+00:00,"Love you back, Jill. I can't wait to hear your speech. Good luck tonight! ❤️ https://t.co/WJuDfVUJdl",74085,,False
1295817277401698305,2020-08-18 20:18:08+00:00,"And I know you’ll do the same tomorrow night, @KamalaHarris. You’ve got this. So many people will be doing everythi… https://t.co/dYHh7K0mYj",130825,,False
1295552611026780160,2020-08-18 02:46:27+00:00,If we want to end the chaos and division—and keep alive the possibility of progress on the issues we hold dear—we’v… https://t.co/j4fnj9TbPk,217838,,False
1295525888201756672,2020-08-18 01:00:16+00:00,"RT @DemConvention: You won’t want to miss @MichelleObama tonight at the #DemConvention!

Like or retweet this tweet and we’ll make sure you…",0,,False
1293692120268771328,2020-08-12 23:33:31+00:00,Our relationship with our bodies is constantly evolving. I want to hear about the conversations you’ve been having… https://t.co/CSpDI79173,4693,MichelleObama,False
1293579428824571921,2020-08-12 16:05:44+00:00,RT @smalonemd: Excited to share the next #MichelleObamaPodcast episode! My friend @MichelleObama and I sat down to get deep about our relat…,0,,False
1293555687960829952,2020-08-12 14:31:23+00:00,"As women, we often have questions about our bodies—what we know, what we don’t know, what we’re uncertain or anxiou… https://t.co/gvfoFB8tLJ",11686,,False
1293300319535988744,2020-08-11 21:36:39+00:00,RT @BarackObama: I’ve known Senator @KamalaHarris for a long time. She is more than prepared for the job. She’s spent her career defending…,0,,False
1293201696227831814,2020-08-11 15:04:45+00:00,"Voting by mail is a safe, simple, and time-tested way to cast your ballot from home. Head to… https://t.co/TjPIHmtAii",36874,,False
1293185697512189952,2020-08-11 14:01:11+00:00,"RT @WhenWeAllVote: 📣 CT, MN, VT and WI: It's #ElectionDay! 📣

#VoteByMail ballots must be received by your state’s deadline. If you are vis…",0,,False
1291844523623157760,2020-08-07 21:11:50+00:00,Excited to share with you a new @Spotify playlist inspired by the first season of my new podcast. It's filled with… https://t.co/6llkNR4gPq,15766,,False
1291793618626387970,2020-08-07 17:49:33+00:00,RT @priyankachopra: Join me and take action today to support adolescent girls’ education and empowerment with the @girlsalliance—because th…,0,,False
1291746901289766913,2020-08-07 14:43:55+00:00,RT @melindagates: .@MichelleObama &amp; I joined forces to share a message we feel strongly about: As we work to solve the challenges of #COVID…,0,,False
1291741303982743552,2020-08-07 14:21:40+00:00,Join me and the @GirlsAlliance today in supporting the grassroots organizations that are working tirelessly to ensu… https://t.co/wSsO8bIgwJ,2076,MichelleObama,False
1291740999748857858,2020-08-07 14:20:28+00:00,"As the world determines how to continue educating students safely in the months ahead, we must ensure that adolesce… https://t.co/qgSi2QR5M4",8919,,False
1291487449710026753,2020-08-06 21:32:57+00:00,Congressman John Lewis risked it all to protect our right to make our voices heard at the ballot box. On this 55th… https://t.co/JI7TP7H2pU,18789,,False
1291177418904997890,2020-08-06 01:01:00+00:00,I want to hear about the conversations you’ve been having with your family and friends during this pandemic. How ar… https://t.co/to37ytBDOP,3294,MichelleObama,False
1290996047104409601,2020-08-05 13:00:17+00:00,We’ve all been dealing with a lot of change in our lives and our communities. And I couldn't think of anyone better… https://t.co/lLU9O9hyu3,14053,,False
1290796096730673152,2020-08-04 23:45:45+00:00,RT @michele_norris: Tune in TOMORROW to hear episode 2 of the #MichelleObamaPodcast!! I can’t wait for you to hear this conversation. @Mich…,0,,False
1290740132228849666,2020-08-04 20:03:22+00:00,Can't wait for you to hear my conversation with my friend and confidante @michele_norris. We talked about how we’re… https://t.co/erqi63o6l6,12097,,False
1290657856937766913,2020-08-04 14:36:27+00:00,"RT @WhenWeAllVote: TODAY is #ElectionDay in Michigan, Arizona, Kansas, Missouri, and Washington 🗳 

If you have any issues casting your bal…",0,,False
1290633984813207556,2020-08-04 13:01:35+00:00,"Happy birthday to my favorite guy. Here's to all the good days, blue skies, and new adventures to come. 😘 https://t.co/mxrnNSvJBn",523663,,False
1289335167723732997,2020-07-31 23:00:33+00:00,It’s been great reading the responses to the first episode of The #MichelleObamaPodcast! Let’s keep the conversatio… https://t.co/rhKR1vnS1J,6896,,False
1289298935152926720,2020-07-31 20:36:34+00:00,Excited that @jaytatum0 and @SHAQ are teaming up with @WhenWeAllVote! We all have a role to play in getting our lov… https://t.co/gQyrYx0a1z,4037,,False
1288836817760989189,2020-07-30 14:00:17+00:00,"Every word of this ❤️❤️❤️️. We love you, Congressman Lewis. And we’ll do our best to honor your service and sacrifi… https://t.co/EXivKDtFDY",89331,,False
1288557471615913992,2020-07-29 19:30:16+00:00,"Happy birthday, Mom! Anyone who knows my mom knows that she’s the one to turn to for steady guidance, a wise perspe… https://t.co/QalWcuNegP",153523,,False
1288448614658977793,2020-07-29 12:17:42+00:00,RT @BarackObama: Michelle and I have spent a lot of time together these past few months. We’ve had a lot of good talks—and this one’s up th…,0,,False
1288444161209905153,2020-07-29 12:00:00+00:00,So excited for you to hear the first episode of The #MichelleObamaPodcast with @BarackObama! I wanted to start this… https://t.co/hXfLM0H8Z8,30638,,False
1288180142938914818,2020-07-28 18:30:53+00:00,"Can’t wait for you to hear the first episode of The #MichelleObamaPodcast! It’s a long, thoughtful talk with… https://t.co/ulel60dOBN",49945,,False
1287825669519482881,2020-07-27 19:02:20+00:00,"If we want to keep making progress on issues like racial justice, we’ve got to be willing to start hard conversatio… https://t.co/OzqrpVrlPP",15022,,False
1287799180275187715,2020-07-27 17:17:05+00:00,It just wouldn’t be summer without @Lollapalooza—I’m so excited to hear some of my favorite artists at this week’s… https://t.co/DxJyvKNVea,4686,,False
1287419441320517633,2020-07-26 16:08:08+00:00,"We are just 100 Days away from the 2020 election. And the truth is, this election could not be more important for t… https://t.co/BaIyVzfRhr",54737,,False
1287385417055117312,2020-07-26 13:52:56+00:00,"RT @BarackObama: To celebrate the 30th anniversary of the Americans with Disabilities Act, I got the chance to talk to the next generation…",0,,False
1286845661690896384,2020-07-25 02:08:08+00:00,RT @CP3: Perfect timing!! A BIG Thank You and really looking forward to hearing @MichelleObama discuss voting on Sunday with the @TheNBPA a…,0,,False
1286640789725024256,2020-07-24 12:34:03+00:00,"I can't wait for you all to hear the conversations I've been having for the #MichelleObamaPodcast. My mom, my girlf… https://t.co/6NNgFp961I",26981,,False
1285674167694700544,2020-07-21 20:33:02+00:00,"RT @WhenWeAllVote: THREAD: The Senate is back from recess and has still not passed the #HEROESAct, a stimulus bill that would prevent voter…",0,,False
1285243173376327680,2020-07-20 16:00:25+00:00,"Take it from my fellow @WhenWeAllVote co-chairs: Don’t wait—get registered to vote right now. 

We launched When We… https://t.co/9vyoAdcQXO",10754,,False
1284368007171645440,2020-07-18 06:02:49+00:00,"RT @BarackObama: Not many of us get to live to see our own legacy play out in such a meaningful, remarkable way. John Lewis did:

https://t…",0,,False
1283739171614588929,2020-07-16 12:24:03+00:00,"RT @Spotify: Every relationship starts with a conversation. 

The #MichelleObamaPodcast premieres July 29, only on @SpotifyPodcasts 🎙 @Mich…",0,,False
1283733118646726657,2020-07-16 12:00:00+00:00,I’m thrilled to announce a new project: The #MichelleObamaPodcast with @Spotify! It’s been a tough year and I hope… https://t.co/QMkjhaasQu,75271,,False
1283115276956061700,2020-07-14 19:04:55+00:00,Grassroots leaders in the @GirlsAlliance Network are supporting girls during COVID-19 in remarkable ways. They’re w… https://t.co/lU833xjCet,5558,,False
1283093159623503879,2020-07-14 17:37:02+00:00,"RT @WhenWeAllVote: TODAY is #ElectionDay in Texas and Maine.

If you have any issues casting your ballot, call the Election Protection Hotl…",0,,False
1282759425669976065,2020-07-13 19:30:54+00:00,I was thrilled to join the @GirlUp Leadership Summit to celebrate the power of girls around the world and to share… https://t.co/cKvZsouuvC,13421,,False
1282298956022718466,2020-07-12 13:01:09+00:00,"Wishing a wonderful birthday to @Malala! As we celebrate #MalalaDay, let’s not simply be in awe of her accomplishme… https://t.co/hs1nKk04AT",93182,,False
1281325708095209473,2020-07-09 20:33:49+00:00,So excited for @ReachHigher to team up with the @GRAMMYMuseum to lift up young people interested in pursuing career… https://t.co/isGeSKI2gg,3762,,False
1280988576667361287,2020-07-08 22:14:10+00:00,"I just love this! Kody and Daniel are so right: We are strong 💪🏾. #BlackJoy

🎥: danniestheory_ https://t.co/6JlVfP8HVo",35763,,False
1280492534284853248,2020-07-07 13:23:05+00:00,"RT @WhenWeAllVote: TODAY is #ElectionDay in Delaware and New Jersey. 

If you have any issues casting your ballot, call the Election Protec…",0,,False
1280273494132043777,2020-07-06 22:52:41+00:00,So thrilled for @Lin_Manuel and the entire #Hamilfilm team! We’ve seen recently that the young and diverse America… https://t.co/oBI7SK0RkJ,87875,,False
1278002542132244480,2020-06-30 16:28:44+00:00,"RT @WhenWeAllVote: Today is #ElectionDay in CO, UT, and OK! 

Return your #VoteByMail or absentee ballots before your state’s deadline or h…",0,,False
1277671223649075201,2020-06-29 18:32:12+00:00,"Heartened to see my alma mater make this change, and even prouder of the students who’ve been advocating for this k… https://t.co/269tw74NCj",23087,,False
1277050916781395970,2020-06-28 01:27:19+00:00,"RT @WhenWeAllVote: The only way to make change in this country is to go out and vote for the change you’re looking for. #WhenWeAllVote, tha…",0,,False
1277030220277657600,2020-06-28 00:05:05+00:00,"I hope everyone has fun at the #RootsPicnic tonight! Tune in now to watch the show at https://t.co/vXp9MHLm8S.

And… https://t.co/eH8LDJ3NQW",6833,,False
1277016498280726528,2020-06-27 23:10:33+00:00,"Getting ready to kick off the #RootsPicnic with @TheRoots and some very special guests! 

Tune in at 8pm ET:… https://t.co/gRCknDzrnH",8164,,False
1276651946959667202,2020-06-26 23:01:57+00:00,"Thinking back to that day reminds me of how much strength we can find in one another, in good times and in bad. We’… https://t.co/0ftq2eXH7J",95576,,False
1276253834088767489,2020-06-25 20:40:00+00:00,RT @BarackObama: Michelle and I want every kid in Chicago to grow up knowing even better opportunities than we had. We’re happy to help Chi…,0,,False
1275889887451983878,2020-06-24 20:33:48+00:00,RT @girlsalliance: This just in: @MichelleObama will share a special message at the 2020 @GirlUp Leadership Summit in celebration of girls…,0,,False
1275500938866954242,2020-06-23 18:48:16+00:00,"It's #ElectionDay in Kentucky, New York, and Virginia. Make sure to mail your ballot today or safely head to the po… https://t.co/yEGbPwY9Ek",14551,,False
1275126508936466434,2020-06-22 18:00:25+00:00,Loved talking to my friend @shondarhimes about @WhenWeAllVote and the importance of voting in every election. Your… https://t.co/hHrKorLuLa,7092,,False
1274703822301126657,2020-06-21 14:00:48+00:00,"Thank you for the way you love our girls—and all the young people in this country, no matter who they are or where… https://t.co/C00pTM5WNM",388219,,False
1274371621973897224,2020-06-20 16:00:46+00:00,"To celebrate #FathersDay, Eric Mlambo wrote a letter to his daughter to share how she inspires his work to empower… https://t.co/iv0zmh2b0N",6529,,False
1274044117945851909,2020-06-19 18:19:22+00:00,"This #Juneteenth, let’s all pledge to keep using our voices—and our votes—to keep marching toward freedom.

https://t.co/I510X0HCKe",23489,MichelleObama,False
1274041285901529094,2020-06-19 18:08:07+00:00,Here's what #Juneteenth means to me: https://t.co/KlOoYwdzD5,150596,,False
1272933867989741569,2020-06-16 16:47:38+00:00,Couldn’t be more excited that @whenweallvote is teaming up to co-host @TheRoots Picnic on June 27! Join us and get… https://t.co/FDVgBBMgaa,7814,,False
1271568301446115329,2020-06-12 22:21:22+00:00,"When it comes to reforming our criminal justice system, protesting is important. And pairing it with voting is the… https://t.co/JnAXS7lY4k",24994,,False
1271117591533281280,2020-06-11 16:30:24+00:00,We saw it again on Tuesday—too many communities are being targeted and silenced by voter suppression. I believe eve… https://t.co/ktwDf6eNNG,23400,,False
1270406278251241478,2020-06-09 17:23:54+00:00,"RT @KristenClarkeJD: Voters in Georgia are experiencing long lines, broken machines and poll sites that opened late. Voters are being short…",0,,False
1270406113104707584,2020-06-09 17:23:15+00:00,This past month has shown that you all know how to make your voices heard. Now it's time to speak out at the ballot… https://t.co/6rJ1Ex1wNp,19920,,False
1269780341629366272,2020-06-07 23:56:39+00:00,RT @ReachHigher: We couldn't have made #DearClassOf2020 possible without the help of our incredible partners and sponsors. Thank you for he…,0,,False
1269721986734927874,2020-06-07 20:04:46+00:00,"#Classof2020, and every one of you out there using your voice to fight for justice, you all are exactly what we nee… https://t.co/Ua2ustaE4A",13912,MichelleObama,False
1269721985577345025,2020-06-07 20:04:46+00:00,"This is how you can finish the work that the generations before you started. By staying open and hopeful, even thro… https://t.co/DvkXeRFThl",14398,MichelleObama,False
1269721984528723969,2020-06-07 20:04:46+00:00,Text everybody you know to join you in exercising their constitutional right to protest. Send all your friends a li… https://t.co/yhEWI9EMLu,8322,MichelleObama,False
1269721983400521729,2020-06-07 20:04:45+00:00,"So if you’re spending a lot of time hashtagging and posting right now, that’s useful, especially during a pandemic.… https://t.co/uIiHsrC0PT",5340,MichelleObama,False
1269721981471129600,2020-06-07 20:04:45+00:00,"And if you hold strong with the same faith that carried all those giants before you toward real, measurable progres… https://t.co/hlDjdNwDLV",4936,MichelleObama,False
